document,table,table_index,row_index,column_index,row_label,column_label,scientific_cell,canonical_display,actual_display,status,source_artifact,full_precision_value
supplement,supplement_table_S1.csv,1,1,3,0000,Outcome N,YES,89,89,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,1,4,0000,"Outcome available, %",YES,72.4,72.4,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,1,5,0000,Unadjusted mean,YES,87.13,87.13,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,1,6,0000,SD,YES,4.84,4.84,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,2,0,0000,Bits,NO,0000,0000,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,2,1,0000,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,2,2,0000,Source N,YES,58,58,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,2,3,0000,Outcome N,YES,54,54,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,2,4,0000,"Outcome available, %",YES,93.1,93.1,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,2,5,0000,Unadjusted mean,YES,85.87,85.87,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,2,6,0000,SD,YES,4.73,4.73,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,3,0,0000,Bits,NO,0000,0000,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,3,1,0000,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,3,2,0000,Source N,YES,65,65,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,3,3,0000,Outcome N,YES,35,35,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,3,4,0000,"Outcome available, %",YES,53.8,53.8,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,3,5,0000,Unadjusted mean,YES,89.09,89.09,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,3,6,0000,SD,YES,4.39,4.39,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,4,0,0001,Bits,NO,0001,0001,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,4,1,0001,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,4,2,0001,Source N,YES,2,2,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,4,3,0001,Outcome N,YES,2,2,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,4,4,0001,"Outcome available, %",YES,100.0,100.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,4,5,0001,Unadjusted mean,YES,83.00,83.00,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,4,6,0001,SD,YES,0.00,0.00,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,5,0,0001,Bits,NO,0001,0001,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,5,1,0001,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,5,2,0001,Source N,YES,2,2,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,5,3,0001,Outcome N,YES,2,2,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,5,4,0001,"Outcome available, %",YES,100.0,100.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,5,5,0001,Unadjusted mean,YES,83.00,83.00,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,5,6,0001,SD,YES,0.00,0.00,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,6,0,0001,Bits,NO,0001,0001,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,6,1,0001,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,6,2,0001,Source N,YES,0,0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,6,3,0001,Outcome N,YES,0,0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,6,4,0001,"Outcome available, %",YES,—,—,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,6,5,0001,Unadjusted mean,YES,—,—,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,6,6,0001,SD,YES,—,—,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,7,0,0010,Bits,NO,0010,0010,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,7,1,0010,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,7,2,0010,Source N,YES,40,40,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,7,3,0010,Outcome N,YES,30,30,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,7,4,0010,"Outcome available, %",YES,75.0,75.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,7,5,0010,Unadjusted mean,YES,86.27,86.27,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,7,6,0010,SD,YES,4.50,4.50,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,8,0,0010,Bits,NO,0010,0010,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,8,1,0010,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,8,2,0010,Source N,YES,17,17,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,8,3,0010,Outcome N,YES,16,16,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,8,4,0010,"Outcome available, %",YES,94.1,94.1,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,8,5,0010,Unadjusted mean,YES,84.31,84.31,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,8,6,0010,SD,YES,4.59,4.59,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,9,0,0010,Bits,NO,0010,0010,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,9,1,0010,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,9,2,0010,Source N,YES,23,23,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,9,3,0010,Outcome N,YES,14,14,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,9,4,0010,"Outcome available, %",YES,60.9,60.9,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,9,5,0010,Unadjusted mean,YES,88.50,88.50,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,9,6,0010,SD,YES,3.30,3.30,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,10,0,0011,Bits,NO,0011,0011,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,10,1,0011,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,10,2,0011,Source N,YES,15,15,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,10,3,0011,Outcome N,YES,13,13,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,10,4,0011,"Outcome available, %",YES,86.7,86.7,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,10,5,0011,Unadjusted mean,YES,84.54,84.54,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,10,6,0011,SD,YES,4.65,4.65,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,11,0,0011,Bits,NO,0011,0011,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,11,1,0011,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,11,2,0011,Source N,YES,11,11,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,11,3,0011,Outcome N,YES,11,11,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,11,4,0011,"Outcome available, %",YES,100.0,100.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,11,5,0011,Unadjusted mean,YES,83.73,83.73,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,11,6,0011,SD,YES,4.52,4.52,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,12,0,0011,Bits,NO,0011,0011,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,12,1,0011,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,12,2,0011,Source N,YES,4,4,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,12,3,0011,Outcome N,YES,2,2,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,12,4,0011,"Outcome available, %",YES,50.0,50.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,12,5,0011,Unadjusted mean,YES,89.00,89.00,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,12,6,0011,SD,YES,2.83,2.83,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,13,0,0100,Bits,NO,0100,0100,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,13,1,0100,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,13,2,0100,Source N,YES,54,54,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,13,3,0100,Outcome N,YES,41,41,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,13,4,0100,"Outcome available, %",YES,75.9,75.9,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,13,5,0100,Unadjusted mean,YES,85.83,85.83,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,13,6,0100,SD,YES,4.64,4.64,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,14,0,0100,Bits,NO,0100,0100,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,14,1,0100,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,14,2,0100,Source N,YES,29,29,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,14,3,0100,Outcome N,YES,28,28,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,14,4,0100,"Outcome available, %",YES,96.6,96.6,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,14,5,0100,Unadjusted mean,YES,84.68,84.68,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,14,6,0100,SD,YES,3.65,3.65,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,15,0,0100,Bits,NO,0100,0100,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,15,1,0100,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,15,2,0100,Source N,YES,25,25,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,15,3,0100,Outcome N,YES,13,13,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,15,4,0100,"Outcome available, %",YES,52.0,52.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,15,5,0100,Unadjusted mean,YES,88.31,88.31,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,15,6,0100,SD,YES,5.65,5.65,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,16,0,0101,Bits,NO,0101,0101,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,16,1,0101,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,16,2,0101,Source N,YES,85,85,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,16,3,0101,Outcome N,YES,83,83,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,16,4,0101,"Outcome available, %",YES,97.6,97.6,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,16,5,0101,Unadjusted mean,YES,83.47,83.47,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,16,6,0101,SD,YES,3.69,3.69,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,17,0,0101,Bits,NO,0101,0101,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,17,1,0101,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,17,2,0101,Source N,YES,80,80,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,17,3,0101,Outcome N,YES,79,79,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,17,4,0101,"Outcome available, %",YES,98.8,98.8,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,17,5,0101,Unadjusted mean,YES,83.05,83.05,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,17,6,0101,SD,YES,3.24,3.24,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,18,0,0101,Bits,NO,0101,0101,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,18,1,0101,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,18,2,0101,Source N,YES,5,5,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,18,3,0101,Outcome N,YES,4,4,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,18,4,0101,"Outcome available, %",YES,80.0,80.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,18,5,0101,Unadjusted mean,YES,91.75,91.75,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,18,6,0101,SD,YES,1.71,1.71,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,19,0,0110,Bits,NO,0110,0110,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,19,1,0110,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,19,2,0110,Source N,YES,79,79,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,19,3,0110,Outcome N,YES,77,77,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,19,4,0110,"Outcome available, %",YES,97.5,97.5,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,19,5,0110,Unadjusted mean,YES,87.70,87.70,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,19,6,0110,SD,YES,3.46,3.46,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,20,0,0110,Bits,NO,0110,0110,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,20,1,0110,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,20,2,0110,Source N,YES,58,58,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,20,3,0110,Outcome N,YES,58,58,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,20,4,0110,"Outcome available, %",YES,100.0,100.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,20,5,0110,Unadjusted mean,YES,86.66,86.66,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,20,6,0110,SD,YES,2.54,2.54,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,21,0,0110,Bits,NO,0110,0110,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,21,1,0110,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,21,2,0110,Source N,YES,21,21,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,21,3,0110,Outcome N,YES,19,19,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,21,4,0110,"Outcome available, %",YES,90.5,90.5,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,21,5,0110,Unadjusted mean,YES,90.89,90.89,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,21,6,0110,SD,YES,3.97,3.97,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,22,0,0111,Bits,NO,0111,0111,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,22,1,0111,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,22,2,0111,Source N,YES,40,40,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,22,3,0111,Outcome N,YES,39,39,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,22,4,0111,"Outcome available, %",YES,97.5,97.5,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,22,5,0111,Unadjusted mean,YES,86.67,86.67,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,22,6,0111,SD,YES,3.49,3.49,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,23,0,0111,Bits,NO,0111,0111,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,23,1,0111,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,23,2,0111,Source N,YES,30,30,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,23,3,0111,Outcome N,YES,30,30,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,23,4,0111,"Outcome available, %",YES,100.0,100.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,23,5,0111,Unadjusted mean,YES,85.83,85.83,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,23,6,0111,SD,YES,2.49,2.49,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,24,0,0111,Bits,NO,0111,0111,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,24,1,0111,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,24,2,0111,Source N,YES,10,10,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,24,3,0111,Outcome N,YES,9,9,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,24,4,0111,"Outcome available, %",YES,90.0,90.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,24,5,0111,Unadjusted mean,YES,89.44,89.44,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,24,6,0111,SD,YES,4.90,4.90,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,25,0,1000,Bits,NO,1000,1000,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,25,1,1000,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,25,2,1000,Source N,YES,218,218,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,25,3,1000,Outcome N,YES,187,187,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,25,4,1000,"Outcome available, %",YES,85.8,85.8,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,25,5,1000,Unadjusted mean,YES,84.91,84.91,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,25,6,1000,SD,YES,5.97,5.97,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,26,0,1000,Bits,NO,1000,1000,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,26,1,1000,Hospital group,NO,Acute Care,Acute Care,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,26,2,1000,Source N,YES,138,138,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,26,3,1000,Outcome N,YES,138,138,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,26,4,1000,"Outcome available, %",YES,100.0,100.0,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,26,5,1000,Unadjusted mean,YES,83.38,83.38,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,26,6,1000,SD,YES,5.56,5.56,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,27,0,1000,Bits,NO,1000,1000,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,27,1,1000,Hospital group,NO,Critical Access,Critical Access,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,27,2,1000,Source N,YES,80,80,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,27,3,1000,Outcome N,YES,49,49,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,27,4,1000,"Outcome available, %",YES,61.2,61.2,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,27,5,1000,Unadjusted mean,YES,89.22,89.22,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,27,6,1000,SD,YES,4.92,4.92,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,28,0,1001,Bits,NO,1001,1001,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,28,1,1001,Hospital group,NO,All,All,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
supplement,supplement_table_S1.csv,1,28,2,1001,Source N,YES,29,29,PASS,release/v1.0.0/stage6/tables/supplement_table_S1.csv,
